Type,Policy ID,Policy Name,Policy Category ID,Policy Category Name,Policy Target All Computers,Policy Target Computer ID,Policy Target Computer Name,Policy Target Group ID,Policy Target Group Name,Policy Target Group is Smart,Policy Exclusion Computer ID,Policy Exclusion Computer Name,Policy Exclusion Group id,Policy Exclusion Group Name,Policy Exclusion Group is Smart,Policy Package ID,Policy Package Name,Policy Package Category Name,Policy Package Filename,Policy Script ID,Policy Script Name,Policy Script Category Name,Policy Script Filename,Configuration Profile ID,Configuration Profile Name,Configuration Profile Category ID,Configuration Profile Category Name,Configuration Profile Target Computer ID,Configuration Profile Target Computer Name,Configuration Profile Target Group ID,Configuration Profile Target Group Name,Configuration Profile Target Group is Smart,Configuration Profile Exclusion Group id,Configuration Profile Exclusion Group Name,Configuration Profile Exclusion Group is Smart,Policy Scripts ID,Policy Scripts Name
Target Computer Group,778,(ITST macOS Upgrade) Stage macOS Monterey - Pilot,66,"""(ITST) macOS Upgrade""",,,,553,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,778,(ITST macOS Upgrade) Stage macOS Monterey - Pilot,66,"""(ITST) macOS Upgrade""",,,,554,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,778,(ITST macOS Upgrade) Stage macOS Monterey - Pilot,66,"""(ITST) macOS Upgrade""",,,,555,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,778,(ITST macOS Upgrade) Stage macOS Monterey - Pilot,66,"""(ITST) macOS Upgrade""",,,,,,,,,556,(ITST macOS Upgrade) macOS Monterey - Upgraded machines,True,,,,,,,,,,,,,,,,,,,,,,
Packages,778,(ITST macOS Upgrade) Stage macOS Monterey - Pilot,66,"""(ITST) macOS Upgrade""",,,,,,,,,,,,368,Monterey12.2.pkg,"""(ITST) macOS Upgrade""",Monterey12.2.pkg,,,,,,,,,,,,,,,,,,
Policy,782,(ITST macOS Upgrade) macOS Monterey Upgrade - Pilot,66,"""(ITST) macOS Upgrade""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,782,(ITST macOS Upgrade) macOS Monterey Upgrade - Pilot,66,"""(ITST) macOS Upgrade""",,,,552,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,782,(ITST macOS Upgrade) macOS Monterey Upgrade - Pilot,66,"""(ITST) macOS Upgrade""",,,,553,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,782,(ITST macOS Upgrade) macOS Monterey Upgrade - Pilot,66,"""(ITST) macOS Upgrade""",,,,554,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,782,(ITST macOS Upgrade) macOS Monterey Upgrade - Pilot,66,"""(ITST) macOS Upgrade""",,,,555,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,782,(ITST macOS Upgrade) macOS Monterey Upgrade - Pilot,66,"""(ITST) macOS Upgrade""",,,,,,,,,556,(ITST macOS Upgrade) macOS Monterey - Upgraded machines,True,,,,,,,,,,,,,,,,,,,,,,
Scripts,782,(ITST macOS Upgrade) macOS Monterey Upgrade - Pilot,66,"""(ITST) macOS Upgrade""",,,,,,,,,,,,,,,,331,macOS Monterey Upgrade ,"""(ITST) macOS Upgrade""",macOS Monterey Upgrade ,,,,,,,,,,,,,,
Policy,786,(ITST Enrollment - 100 ) Rename Computer - [RenameComputerQuintiles],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,786,(ITST Enrollment - 100 ) Rename Computer - [RenameComputerQuintiles],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,,,,,335,(ITCT - Environment) Set computer name from API request to JAMF and Service Now 12-28-2021,"""(ITST) Enrollment Tools""",(ITCT - Environment) Set computer name from API request to JAMF and Service Now 12-28-2021,,,,,,,,,,,,,,
Policy,787,(ITST Enrollment - 110 ) Add Local Administrator (Quintiles) - [AddAdminQuintiles],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,787,(ITST Enrollment - 110 ) Add Local Administrator (Quintiles) - [AddAdminQuintiles],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,,,,,336,(ITCT - LocalAdmin) Add MacMDAdmin account to computer,"""(ITST) Enrollment Tools""",(ITCT - LocalAdmin) Add MacMDAdmin account to computer,,,,,,,,,,,,,,
Policy,788,(ITST Enrollment - 120 ) Set Time Server (Quintiles) - [setTimeServerQuintiles.net],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,788,(ITST Enrollment - 120 ) Set Time Server (Quintiles) - [setTimeServerQuintiles.net],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,,,,,333,(ITCT - Environment) - SetTimeServer-1.0,"""(ITST) Enrollment Tools""",(ITCT - Environment) - SetTimeServer-1.0,,,,,,,,,,,,,,
Policy,789,(ITST Enrollment - 130 ) User Cert (Quintiles) - [QUserCert],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,789,(ITST Enrollment - 130 ) User Cert (Quintiles) - [QUserCert],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,27,InstallQUserCert-1.4.pkg,"""-Quintiles""",InstallQUserCert-1.4.pkg,,,,,,,,,,,,,,,,,,
Policy,790,(ITST Enrollment - 140 ) IQVIA Screensaver - [IQVIAScreensaver],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,790,(ITST Enrollment - 140 ) IQVIA Screensaver - [IQVIAScreensaver],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,210,IQVIAScreensaver-2.0.pkg,"""-IQVIA""",IQVIAScreensaver-2.0.pkg,,,,,,,,,,,,,,,,,,
Scripts,790,(ITST Enrollment - 140 ) IQVIA Screensaver - [IQVIAScreensaver],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,,,,,173,SetUserScreensaver-2.0,"""-IQVIA""",SetUserScreensaver-2.0,,,,,,,,,,,,,,
Policy,791,(ITST Enrollment - 150 ) IQVIA Wallpaper -  [IQVIAWallpaper],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,791,(ITST Enrollment - 150 ) IQVIA Wallpaper -  [IQVIAWallpaper],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,209,IQVIAWallpaper-2.0.pkg,"""-IQVIA""",DesktopPicV2.pkg,,,,,,,,,,,,,,,,,,
Policy,792,(ITST Enrollment - 161 ) Palo Alto Global Protect Portal Setting - [PaloAltoGlobalProtectPortalSetting],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,792,(ITST Enrollment - 161 ) Palo Alto Global Protect Portal Setting - [PaloAltoGlobalProtectPortalSetting],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,221,GlobalProtectPortalSetting.pkg,"""-Palo Alto Networks""",GlobalProtectPortalSetting.pkg,,,,,,,,,,,,,,,,,,
Policy,793,(ITST Enrollment - 170 ) Set Safari Preferences - [SetSafariPrefs],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,793,(ITST Enrollment - 170 ) Set Safari Preferences - [SetSafariPrefs],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,12,SafariPreferences-1.0.dmg,"""-Apple""",SafariPreferences-1.0.dmg,,,,,,,,,,,,,,,,,,
Policy,796,(ITST Enrollment - 180 ) Crowdstrike Falcon - [CrowdstrikeFalcon],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,796,(ITST Enrollment - 180 ) Crowdstrike Falcon - [CrowdstrikeFalcon],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,365,CrowdStrikeFalconSensor-6.32.pkg,"""-Crowdstrike""",CrowdStrikeFalconSensor-6.32.pkg,,,,,,,,,,,,,,,,,,
Policy,797,(ITST Enrollment - 190 ) Go To Opener v1379 - [GoToAssist],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,797,(ITST Enrollment - 190 ) Go To Opener v1379 - [GoToAssist],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,195,GoToAssist Customer.pkg,"""-Go ToAssist""",GoToAssist Customer.pkg,,,,,,,,,,,,,,,,,,
Policy,798,(ITST Enrollment - 200 ) Microsoft Office 2016 - [MicrosoftOffice2016],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,798,(ITST Enrollment - 200 ) Microsoft Office 2016 - [MicrosoftOffice2016],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,334,Microsoft_Office_16.47.21031401_BusinessPro_Installer.pkg,"""Office Productivity""",Microsoft_Office_16.47.21031401_BusinessPro_Installer.pkg,,,,,,,,,,,,,,,,,,
Policy,800,(ITST Enrollment - 220 ) Tattoo Computer (MacMD) - [TattooMacMDMonterey],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,800,(ITST Enrollment - 220 ) Tattoo Computer (MacMD) - [TattooMacMDMonterey],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,,,,,349,(ITST - Enrollment Tools) Tattoo - Version 1.0 - 01-05-2022,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools) Tattoo - Version 1.0 - 01-05-2022,,,,,,,,,,,,,,
Policy,801,(ITST Enrollment - 230 ) Remove Extra Users and Admin Rights - [removeExtraUsersAndAdminRights],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,801,(ITST Enrollment - 230 ) Remove Extra Users and Admin Rights - [removeExtraUsersAndAdminRights],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,,,,,332,(ITCT - Enrollment Tools) Remove Extra Users and Admin Rights - 01-17-2022,"""(ITST) Enrollment Tools""",(ITCT - Enrollment Tools) Remove Extra Users and Admin Rights - 01-17-2022,,,,,,,,,,,,,,
Policy,802,(ITST Enrollment Tools - Completion Cleanup - DEP - 100) Jamf Helper Screen for DEP CompletionCompletion  of build and Welcome - [startDEPJamfHelperScreenComplete],69,"""(ITST) Enrollment Tools DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,802,(ITST Enrollment Tools - Completion Cleanup - DEP - 100) Jamf Helper Screen for DEP CompletionCompletion  of build and Welcome - [startDEPJamfHelperScreenComplete],69,"""(ITST) Enrollment Tools DEP Monterey""",,,,,,,,,,,,,,,,338,(ITST - Enrollment Tools - JAMF Helper) DEP Completion Jamf Helper Screen,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools - JAMF Helper) DEP Completion Jamf Helper Screen,,,,,,,,,,,,,,
Policy,803,(ITST Enrollment Tools - Completion Cleanup - DEP - 200) DEP Jamf Helper Screen for first login to clean up and personalize - [startDEPJamfHelperScreenFirstLogin],69,"""(ITST) Enrollment Tools DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,803,(ITST Enrollment Tools - Completion Cleanup - DEP - 200) DEP Jamf Helper Screen for first login to clean up and personalize - [startDEPJamfHelperScreenFirstLogin],69,"""(ITST) Enrollment Tools DEP Monterey""",,,,,,,,,,,,,,,,339,(ITST - Enrollment Tools - JAMF Helper) DEP Jamf Helper Screen for first login to clean up and personalize,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools - JAMF Helper) DEP Jamf Helper Screen for first login to clean up and personalize,,,,,,,,,,,,,,
Policy,804,(ITST Enrollment Tools - Completion Cleanup - Non DEP - 100) Jamf Helper Screen for Completion  of build and Welcome - [startJamfHelperScreenComplete],70,"""(ITST) Enrollment Tools Non DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,804,(ITST Enrollment Tools - Completion Cleanup - Non DEP - 100) Jamf Helper Screen for Completion  of build and Welcome - [startJamfHelperScreenComplete],70,"""(ITST) Enrollment Tools Non DEP Monterey""",,,,,,,,,,,,,,,,337,(ITST - Enrollment Tools - JAMF Helper) Completion Jamf Helper Screen,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools - JAMF Helper) Completion Jamf Helper Screen,,,,,,,,,,,,,,
Policy,805,(ITST Enrollment Tools - Completion Cleanup - Non DEP - 200) Remove Non DEP Enrollment Build User - [removeNonDEPEnrollmentBuildUser],70,"""(ITST) Enrollment Tools Non DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,805,(ITST Enrollment Tools - Completion Cleanup - Non DEP - 200) Remove Non DEP Enrollment Build User - [removeNonDEPEnrollmentBuildUser],70,"""(ITST) Enrollment Tools Non DEP Monterey""",,,,,,,,,,,,,,,,342,(ITST - Enrollment Tools - JAMF Helper) Remove Non DEP Enrollment Build User.,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools - JAMF Helper) Remove Non DEP Enrollment Build User.,,,,,,,,,,,,,,
Policy,806,(ITST Enrollment Tools - Completion Cleanup - Non DEP - 300) Jamf Helper Screen for first login to clean up and personalize - [startJamfHelperScreenFirstLogin],70,"""(ITST) Enrollment Tools Non DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,806,(ITST Enrollment Tools - Completion Cleanup - Non DEP - 300) Jamf Helper Screen for first login to clean up and personalize - [startJamfHelperScreenFirstLogin],70,"""(ITST) Enrollment Tools Non DEP Monterey""",,,,,,,,,,,,,,,,340,(ITST - Enrollment Tools - JAMF Helper) Jamf Helper Screen for first login to clean up and personalize,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools - JAMF Helper) Jamf Helper Screen for first login to clean up and personalize,,,,,,,,,,,,,,
Policy,807,(ITST Enrollment Tools - DEP - 100) Start DEPNotify-IQVIA - DEP Enrolled Mac 01-16-2022 - [start-depnotify-dep_enrolled],69,"""(ITST) Enrollment Tools DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,807,(ITST Enrollment Tools - DEP - 100) Start DEPNotify-IQVIA - DEP Enrolled Mac 01-16-2022 - [start-depnotify-dep_enrolled],69,"""(ITST) Enrollment Tools DEP Monterey""",,,,,,,,,,,,,,,,347,(ITST - Enrollment Tools) Start DEPNotify for DEP Enrolled Macs,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools) Start DEPNotify for DEP Enrolled Macs,,,,,,,,,,,,,,
Policy,808,(ITST Enrollment Tools - DEP - 200) Kill Jamf Helper Window - [killJamfHelperDEP],69,"""(ITST) Enrollment Tools DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,808,(ITST Enrollment Tools - DEP - 200) Kill Jamf Helper Window - [killJamfHelperDEP],69,"""(ITST) Enrollment Tools DEP Monterey""",,,,,,,,,,,,,,,,341,(ITST - Enrollment Tools - JAMF Helper) Kill Jamf Helper Screen,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools - JAMF Helper) Kill Jamf Helper Screen,,,,,,,,,,,,,,
Policy,809,(ITST Enrollment Tools - DEP - 300) Start First Run Script on Login,69,"""(ITST) Enrollment Tools DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,809,(ITST Enrollment Tools - DEP - 300) Start First Run Script on Login,69,"""(ITST) Enrollment Tools DEP Monterey""",,,,,,,,,,,,,,,,343,(ITST - Enrollment Tools - JAMF Helper) Start DEP First Run Script on Login,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools - JAMF Helper) Start DEP First Run Script on Login,,,,,,,,,,,,,,
Policy,810,(ITST Enrollment Tools - Non DEP - 090) Install Rossetta2 first if Apple Silicon M1,70,"""(ITST) Enrollment Tools Non DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,810,(ITST Enrollment Tools - Non DEP - 090) Install Rossetta2 first if Apple Silicon M1,70,"""(ITST) Enrollment Tools Non DEP Monterey""",,,,,,,,,,,,,,,,334,(ITCT - Environment) Non DEP - Check for Apple Silicon M1 and Install Rossetta2,"""(ITST) Enrollment Tools""",(ITCT - Environment) Non DEP - Check for Apple Silicon M1 and Install Rossetta2,,,,,,,,,,,,,,
Policy,811,(ITST Enrollment Tools - Non DEP - 100) Jamf Helper Screen Between Enrollment Complete and DEPNotify - [startJamfHelperScreenEnroll],70,"""(ITST) Enrollment Tools Non DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,811,(ITST Enrollment Tools - Non DEP - 100) Jamf Helper Screen Between Enrollment Complete and DEPNotify - [startJamfHelperScreenEnroll],70,"""(ITST) Enrollment Tools Non DEP Monterey""",,,,,,,,,,,,370,(ITST Enrollment - PreStage 200) MacMDBranding - Version 1.2 - 01-17-2022,"""(ITST) Enrollment Tools""",MacMDBranding-Version-1.2.pkg,,,,,,,,,,,,,,,,,,
Scripts,811,(ITST Enrollment Tools - Non DEP - 100) Jamf Helper Screen Between Enrollment Complete and DEPNotify - [startJamfHelperScreenEnroll],70,"""(ITST) Enrollment Tools Non DEP Monterey""",,,,,,,,,,,,,,,,344,(ITST - Enrollment Tools - JAMF Helper) Use Jamf Helper Screen,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools - JAMF Helper) Use Jamf Helper Screen,,,,,,,,,,,,,,
Policy,812,(ITST Enrollment Tools - Non DEP - 200) DEPNotify-IQVIA with Installers 12-28-2021 - [installDEPNotifyIQVIA],70,"""(ITST) Enrollment Tools Non DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,812,(ITST Enrollment Tools - Non DEP - 200) DEPNotify-IQVIA with Installers 12-28-2021 - [installDEPNotifyIQVIA],70,"""(ITST) Enrollment Tools Non DEP Monterey""",,,,,,,,,,,,373,(ITST Enrollment) DEPNotify IQVIA with Installers - Version 1.8 - 02-08-2022,"""(ITST) Enrollment Tools""",DEPNotify-IQVIA-with-Installers.pkg,,,,,,,,,,,,,,,,,,
Policy,813,(ITST Enrollment Tools - Non DEP - 300) Start DEPNotify-IQVIA 12-28-2021 - [start-depnotify],70,"""(ITST) Enrollment Tools Non DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,813,(ITST Enrollment Tools - Non DEP - 300) Start DEPNotify-IQVIA 12-28-2021 - [start-depnotify],70,"""(ITST) Enrollment Tools Non DEP Monterey""",,,,,,,,,,,,,,,,348,(ITST - Enrollment Tools) Start DEPNotify for Non-DEP Macs,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools) Start DEPNotify for Non-DEP Macs,,,,,,,,,,,,,,
Policy,814,(ITST Enrollment Tools - Non DEP - 400) Kill Jamf Helper Window - [killJamfHelper],70,"""(ITST) Enrollment Tools Non DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,814,(ITST Enrollment Tools - Non DEP - 400) Kill Jamf Helper Window - [killJamfHelper],70,"""(ITST) Enrollment Tools Non DEP Monterey""",,,,,,,,,,,,,,,,341,(ITST - Enrollment Tools - JAMF Helper) Kill Jamf Helper Screen,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools - JAMF Helper) Kill Jamf Helper Screen,,,,,,,,,,,,,,
Policy,815,(ITST Enrollment - 260) Monterey Offline Build Complete Set 802.1x - [montereyOfflineBuildCompleteSet8021x],67,"""(ITST) Enrollment Packages - Monterey""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,815,(ITST Enrollment - 260) Monterey Offline Build Complete Set 802.1x - [montereyOfflineBuildCompleteSet8021x],67,"""(ITST) Enrollment Packages - Monterey""",,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,815,(ITST Enrollment - 260) Monterey Offline Build Complete Set 802.1x - [montereyOfflineBuildCompleteSet8021x],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,380,(ITST Enrollment Tools 300) Monterey Offline Build Complete Set 802.1x,"""(ITST) Enrollment Tools""",MontereyOfflineBuildCompleteSet8021x.pkg,,,,,,,,,,,,,,,,,,
Policy,816,(ITST Enrollment Tools - Remove DEP Build Cleanup - 100) Uninstall DEPNotify Installers 12-28-2021 - [uninstall-depnotify-installers],68,"""(ITST) Enrollment Tools""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,817,(ITST Enrollment Tools - Test Build Reset - 100) Start DEPNotify-Reset 12-28-2021 - [start-depnotify-reset],68,"""(ITST) Enrollment Tools""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,817,(ITST Enrollment Tools - Test Build Reset - 100) Start DEPNotify-Reset 12-28-2021 - [start-depnotify-reset],68,"""(ITST) Enrollment Tools""",,,,,,,,,,,,,,,,345,(ITST - Enrollment Tools) Reset DEPNotify,"""(ITST) Enrollment Tools""",(ITST - Enrollment Tools) Reset DEPNotify,,,,,,,,,,,,,,
Policy,818,(PM - Browsers) GoogleChrome_Version-97.0.4692.99_01-20-2022,71,"""(PM - Browsers) Internet Browsers""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,818,(PM - Browsers) GoogleChrome_Version-97.0.4692.99_01-20-2022,71,"""(PM - Browsers) Internet Browsers""",,,,,,,,,,,,375,(PM - Browsers) GoogleChrome_Version-97.0.4692.99_01-20-2022,"""(PM - Browsers) Internet Browsers""",GoogleChrome_Version-97.0.4692.99_01-20-2022.pkg,,,,,,,,,,,,,,,,,,
Policy,819,(PM - Browsers) MicrosoftEdge_Version-97.0.1072.62_01-20-2022,71,"""(PM - Browsers) Internet Browsers""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,819,(PM - Browsers) MicrosoftEdge_Version-97.0.1072.62_01-20-2022,71,"""(PM - Browsers) Internet Browsers""",,,,,,,,,,,,376,(PM - Browsers) MicrosoftEdge_Version-97.0.1072.62_01-20-2022,"""(PM - Browsers) Internet Browsers""",MicrosoftEdge_Version-97.0.1072.62_01-20-2022.pkg,,,,,,,,,,,,,,,,,,
Policy,820,(ITST Enrollment - 160 ) Palo Alto Global Protect - [PaloAltoGlobalProtect],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,820,(ITST Enrollment - 160 ) Palo Alto Global Protect - [PaloAltoGlobalProtect],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,378,GlobalProtect-MacOS-5.2.10.pkg,"""-IQVIA""",GlobalProtect-MacOS-5.2.10.pkg,,,,,,,,,,,,,,,,,,
Policy,821,(ITST Enrollment - 080 ) Command Line Tools 13.2 Package - [commandLineTools13.2],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,821,(ITST Enrollment - 080 ) Command Line Tools 13.2 Package - [commandLineTools13.2],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,372,(ITST Enrollment) Command Line Tools - Version 13.2 - 01-06-2022,"""(ITST) Enrollment Tools""",Command Line Tools.pkg,,,,,,,,,,,,,,,,,,
Policy,822,(ITST Enrollment - 090 ) Enrollment Receipt Package - [enrollmentReceiptPackage],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,822,(ITST Enrollment - 090 ) Enrollment Receipt Package - [enrollmentReceiptPackage],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,26,(ITST Enrollment Tools 100) Legacy Enrollment Build Receipt,"""(ITST) Enrollment Tools""",Enrollment.pkg,,,,,,,,,,,,,,,,,,
Packages,822,(ITST Enrollment - 090 ) Enrollment Receipt Package - [enrollmentReceiptPackage],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,379,(ITST Enrollment Tools 200) Monterey Offline Enrollment Receipt - 02-03-2022,"""(ITST) Enrollment Tools""",MontereyOfflineEnrollmentReceipt.pkg,,,,,,,,,,,,,,,,,,
Policy,823,(ITST Enrollment - 171 ) Install Google Chrome - [installGoogleChrome],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,823,(ITST Enrollment - 171 ) Install Google Chrome - [installGoogleChrome],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,,,,,353,(ITST) Run Custom Triggers,"""(ITST) Enrollment Tools""",(ITST) Run Custom Triggers,,,,,,,,,,,,,,
Policy,824,(ITST Enrollment - 172 ) Install Microsoft Edge - [installMicrosoftEdge],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,824,(ITST Enrollment - 172 ) Install Microsoft Edge - [installMicrosoftEdge],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,,,,,353,(ITST) Run Custom Triggers,"""(ITST) Enrollment Tools""",(ITST) Run Custom Triggers,,,,,,,,,,,,,,
Policy,825,(ITST Enrollment - 210 ) Install NoLoAD and NoMAD - [NoLoADandNoMAD],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,825,(ITST Enrollment - 210 ) Install NoLoAD and NoMAD - [NoLoADandNoMAD],67,"""(ITST) Enrollment Packages - Monterey""",,,,,,,,,,,,377,(PM - NoLoAD and NoMAD) Install NoLoAD and NoMAD 02-07-2022,"""(ITST) Enrollment Tools""",NoMAD_02-07-2022.pkg,,,,,,,,,,,,,,,,,,
Policy,826,(ITST Enrollment - 250 ) Dock Items - Remove - [removeDefaultDockItems],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,827,(ITST Enrollment - 251 ) Dock Items - Add - [addIQVIADockItems],67,"""(ITST) Enrollment Packages - Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,828,(ITST Enrollment Tools - Non DEP - 500) Start First Run Script on Login,70,"""(ITST) Enrollment Tools Non DEP Monterey""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,829,(ITST macOS Upgrade) Stage macOS Monterey - EA,66,"""(ITST) macOS Upgrade""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,829,(ITST macOS Upgrade) Stage macOS Monterey - EA,66,"""(ITST) macOS Upgrade""",,,,566,Static-Policy macOS Monterey Upgrade EA,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
